Phase,AgentID,Starting Room Name,Starting Node,Room Name,Path,Agent Type,Environmental Preference,Circulation Preference,Spatial Preference,Target Normalized Degree Centrality,Target Normalized Closeness Centrality,Target Normalized Betweenness Centrality,Target Normalized PageRank,Target Normalized Clustering,Target Normalized Core Number,Target Normalized Circulation Index,Target Normalized Occupancy,Target Normalized Isovist Area,Target Normalized Perimeter,Target Normalized Compactness,Target Normalized Circularity,Target Normalized Convex Deficiency,Target Normalized Occlusivity,Target Normalized Skewness,Target Normalized Dispersion,Target Normalized Elongation,Target Normalized Incident Radiation,Target Normalized Sunlight Hours,Target Normalized Daylight Factor,Target Normalized Standard Effective Temperature,Target Normalized Predicted Mean Vote,Target Normalized Comfort Acceptance,Target Normalized Subject Condition,Toilet Break Interval,Cafe Break Intervals,Environmental Average,Circulation Average,Spatial Average,Dominant Preference,Target Node Index,Target Node Name
2,1476,ADMIN ENTRY,597,ADMIN ENTRY,,Staff,0.2028985507246377,0.1014492753623188,0.6956521739130435,0.75,0.59,0.2,0.69,0.95,0.54,0.34,0.27,0.68,0.41,0.19,0.29,0.64,0.4,0.91,0.07,0.89,0.55,0.25,0.11,0.4,0.28,0.26,0.87,0.35,0.05,0.3886,0.58,0.4488,Spatial Preference,12,VESTIBULE
2,1477,SIM: LD,569,SIM: LD,,Staff,0.2387096774193548,0.2580645161290322,0.5032258064516129,0.8,0.58,0.16,0.05,0.63,0.65,0.71,0.67,0.32,0.03,0.11,0.46,0.68,0.56,0.3,0.81,0.1,0.69,0.4,0.07,0.12,0.71,0.2,0.56,0.08,0.3,0.3929,0.5114,0.4088,Spatial Preference,55,STAIR
2,1478,ASSIST. DEAN,560,ASSIST. DEAN,,Staff,0.3148148148148148,0.1481481481481481,0.537037037037037,0.13,0.73,0.36,0.59,0.17,0.44,0.46,0.64,1.0,0.89,0.15,0.37,0.29,0.98,0.45,0.82,0.29,0.28,0.71,0.5,0.84,0.6,0.83,0.13,0.74,0.69,0.5557,0.4114,0.6188,Spatial Preference,9,BUILDING LOBBY
2,1479,CONTROL,562,CONTROL,,Staff,0.5864197530864198,0.2777777777777778,0.1358024691358025,0.76,0.66,0.95,0.28,0.09,0.2,0.75,0.86,0.07,0.37,0.18,0.27,0.37,0.66,0.65,0.29,0.43,0.9,0.66,0.09,0.94,0.01,0.84,0.13,0.26,0.61,0.51,0.5271,0.3575,Environmental Preference,445,STAIR 02
2,1480,DF,607,DF,,Staff,0.5420560747663551,0.4485981308411214,0.0093457943925233,0.58,0.37,0.48,0.73,0.59,0.6,0.47,0.18,0.19,0.9,0.48,0.1,0.24,0.66,0.5,0.44,0.1,0.25,0.9,0.66,0.27,0.96,0.89,0.56,0.25,0.91,0.6414,0.5457,0.4388,Environmental Preference,173,HUDDLE
2,1481,SP DRESSING,536,SP DRESSING,,Staff,0.0769230769230769,0.5982905982905983,0.3247863247863248,0.74,0.37,0.74,0.34,0.62,0.51,0.1,0.78,0.57,0.86,0.05,0.43,0.68,0.5,0.41,0.35,0.71,0.64,0.55,0.15,0.4,0.98,0.86,0.1,0.23,0.45,0.5257,0.4886,0.4812,Circulation Preference,514,ADMIN CORR.
2,1482,RECYCLING,63,RECYCLING,,Staff,0.3640167364016737,0.2426778242677824,0.3933054393305439,0.11,0.41,0.35,0.35,0.48,0.64,0.81,0.96,0.43,0.89,0.87,0.82,0.37,0.73,0.57,0.07,0.76,0.48,0.58,0.2,0.83,0.0,0.55,0.69,0.51,0.77,0.4757,0.45,0.5938,Spatial Preference,9,BUILDING LOBBY
2,1483,SUPPLY,572,SUPPLY,,Staff,0.4098360655737705,0.1693989071038251,0.4207650273224043,0.47,0.81,0.38,0.62,0.02,0.52,0.6,0.29,0.42,0.96,0.55,0.93,0.97,0.56,0.64,0.49,0.43,0.4,0.39,0.08,0.73,0.33,0.43,0.05,0.43,0.42,0.3443,0.4886,0.69,Spatial Preference,9,BUILDING LOBBY
2,1484,CLO.,240,CLO.,,Staff,0.6020408163265306,0.0612244897959183,0.336734693877551,0.51,0.98,0.89,0.81,0.89,0.64,0.75,0.27,0.55,0.27,0.41,0.83,0.68,0.58,0.59,0.67,0.57,0.87,0.78,0.42,0.71,0.22,0.36,0.61,0.72,0.66,0.5671,0.7814,0.5725,Environmental Preference,45,VESTIBULE
2,1485,EQUIP.,515,EQUIP.,,Staff,0.5259259259259259,0.3333333333333333,0.1407407407407407,0.11,0.13,0.96,0.93,0.98,0.2,0.05,0.94,0.25,0.24,0.55,0.58,0.97,0.22,0.37,0.59,0.45,0.43,0.65,0.83,0.04,0.36,0.58,0.81,0.09,0.24,0.5286,0.48,0.4712,Environmental Preference,140,SEMINAR
2,1486,CONTROL,565,CONTROL,,Staff,0.2753623188405797,0.3816425120772947,0.3429951690821256,0.75,0.67,0.42,0.17,0.39,0.63,0.25,0.88,0.01,0.59,0.93,0.97,0.96,0.39,0.43,0.17,0.61,0.94,0.66,0.7,0.62,0.6,0.52,0.03,0.66,0.75,0.5814,0.4686,0.5562,Circulation Preference,53,EAST ATRIUM
2,1487,ADMIN. COORD.,617,ADMIN. COORD.,,Staff,0.3405797101449275,0.5144927536231885,0.1449275362318841,0.91,0.98,0.11,0.75,0.44,0.67,0.77,0.38,0.68,0.29,0.09,0.2,0.78,0.93,0.55,0.36,0.03,0.15,0.18,0.91,0.43,0.72,0.79,0.39,0.18,0.37,0.51,0.6614,0.485,Circulation Preference,237,STORAGE
2,1488,ELECT,392,ELECT,,Staff,0.336405529953917,0.336405529953917,0.3271889400921658,0.75,0.69,0.57,0.46,0.46,0.14,0.16,0.72,0.46,0.62,0.84,0.54,0.18,0.86,0.35,0.26,0.84,0.83,0.42,0.43,0.86,0.36,0.07,0.02,0.51,0.1,0.4271,0.4614,0.5138,Environmental Preference,25,HK STORAGE
2,1489,FOUNDATION SKILLS,412,FOUNDATION SKILLS,,Staff,0.0172413793103448,0.5517241379310345,0.4310344827586206,1.0,0.95,0.95,0.44,0.25,0.02,0.16,0.16,0.69,0.59,0.4,0.29,0.55,0.39,0.01,0.42,0.81,0.35,0.45,0.67,0.16,0.17,0.13,0.28,0.89,0.17,0.3157,0.5386,0.4175,Circulation Preference,600,PUBLIC CORR.
2,1490,ADMIN ENTRY,214,ADMIN ENTRY,,Staff,0.3543689320388349,0.4514563106796116,0.1941747572815534,0.52,0.03,0.51,0.9,0.5,0.23,0.91,0.73,0.95,0.05,0.43,0.03,0.81,0.0,0.42,0.91,0.71,0.1,0.24,0.36,0.43,0.42,0.95,0.09,0.02,0.52,0.37,0.5143,0.45,Circulation Preference,401,ADMIN CORR.
2,1491,SIMULATION AV EQUIPMENT,603,SIMULATION AV EQUIPMENT,,Staff,0.1428571428571428,0.0857142857142857,0.7714285714285715,0.59,0.89,0.07,0.6,0.96,0.35,0.84,0.38,0.45,0.44,0.92,0.33,0.24,0.76,0.59,0.28,0.38,0.41,0.1,0.25,0.81,0.82,0.11,0.91,0.81,0.66,0.4871,0.6143,0.5012,Spatial Preference,268,SEMINAR
2,1492,ELECT,232,ELECT,,Staff,0.6933333333333334,0.0266666666666666,0.2799999999999999,0.22,0.29,0.32,0.75,0.84,0.85,0.84,0.37,0.94,0.92,0.16,0.64,0.07,0.3,0.37,0.14,0.7,0.88,0.33,0.97,0.5,0.43,0.08,0.31,0.41,0.12,0.5,0.5871,0.4425,Environmental Preference,40,STUDENT SEATING
2,1493,AV CLO.,61,AV CLO.,,Staff,0.4028776978417266,0.4100719424460431,0.1870503597122302,0.35,0.73,0.05,0.69,0.11,0.21,0.39,0.23,0.54,0.29,0.04,0.77,0.9,0.26,0.04,0.57,0.65,0.82,0.56,0.57,0.36,0.87,0.4,0.96,0.58,0.76,0.6486,0.3614,0.4262,Circulation Preference,304,STAIR
2,1494,CLO.,202,CLO.,,Staff,0.8585858585858586,0.0505050505050505,0.0909090909090909,0.32,0.8,0.96,0.41,0.92,0.2,0.34,0.0,0.47,0.73,0.62,0.01,0.97,0.52,0.52,0.19,0.63,0.44,0.49,0.49,0.05,0.59,0.86,0.41,0.95,0.98,0.4757,0.5643,0.5038,Environmental Preference,469,OPEN HUDDLE
2,1495,MAIN ELECTRICAL,14,MAIN ELECTRICAL,,Staff,0.3164556962025316,0.6835443037974683,0.0,0.15,0.11,0.87,0.24,0.01,0.48,0.68,0.96,0.45,0.93,0.72,0.17,0.82,0.59,0.01,0.89,0.93,0.19,0.42,0.99,0.72,0.43,0.52,0.45,0.57,0.99,0.5314,0.3629,0.5725,Circulation Preference,304,STAIR
2,1496,CLO.,462,CLO.,,Staff,0.2142857142857142,0.2976190476190476,0.4880952380952381,0.4,0.22,0.95,0.08,0.74,0.78,0.86,0.08,0.91,0.27,0.53,0.6,0.41,0.26,0.66,0.15,0.94,0.14,0.58,0.83,0.45,0.05,0.1,0.41,0.59,0.9,0.3657,0.5757,0.4738,Spatial Preference,26,STAIR
2,1497,MDF,20,MDF,,Staff,0.0920245398773006,0.5828220858895705,0.3251533742331288,0.55,0.15,0.19,0.21,0.11,0.14,0.09,0.87,0.24,0.84,0.52,0.84,0.49,0.67,0.26,0.39,0.31,0.87,0.11,0.88,0.56,0.0,0.79,0.58,0.76,0.46,0.5414,0.2057,0.5312,Circulation Preference,29,PREFUNCTION
2,1498,CLO.,240,CLO.,,Staff,0.1212121212121212,0.3333333333333333,0.5454545454545455,0.36,0.58,0.08,0.03,0.65,0.72,0.08,0.86,0.73,0.79,0.78,0.98,0.96,0.59,0.53,1.0,0.99,0.4,0.03,0.93,0.69,0.38,0.79,0.34,0.89,0.86,0.5086,0.3571,0.795,Spatial Preference,9,BUILDING LOBBY
2,1499,CLO.,242,CLO.,,Staff,0.1629629629629629,0.2,0.637037037037037,0.21,0.62,0.76,0.84,0.13,0.36,0.18,0.27,0.67,0.69,0.94,0.01,0.93,0.61,0.53,0.43,0.24,0.86,0.89,0.44,0.29,0.54,0.07,0.93,0.74,0.46,0.5743,0.4429,0.6012,Spatial Preference,9,BUILDING LOBBY
2,1500,CONTROL,562,CONTROL,,Staff,0.0202020202020202,0.3535353535353535,0.6262626262626263,0.01,0.29,0.51,0.48,0.62,0.04,0.1,0.81,0.07,0.19,0.91,0.15,0.7,0.63,0.63,0.61,0.07,0.93,0.73,0.98,0.46,0.92,0.09,0.54,0.98,0.3,0.6643,0.2929,0.4862,Spatial Preference,25,HK STORAGE
2,1501,SHOWER,13,SHOWER,,Staff,0.3652173913043478,0.1217391304347826,0.5130434782608696,0.95,0.06,0.28,0.16,0.91,0.94,0.88,0.28,0.98,0.5,0.61,0.29,0.0,0.12,0.15,0.34,0.56,0.03,0.2,0.12,0.73,1.0,0.52,0.59,0.48,0.83,0.4557,0.5971,0.3737,Spatial Preference,254,ADL STORAGE
2,1502,SIM: LD BATH,570,SIM: LD BATH,,Staff,0.3552123552123551,0.2857142857142857,0.3590733590733591,0.6,0.96,0.11,0.57,0.33,0.83,0.46,0.58,0.45,0.56,0.28,0.34,0.95,0.4,0.55,0.61,0.14,0.49,0.76,0.96,0.21,0.78,0.97,0.8,0.9,0.62,0.71,0.5514,0.5175,Spatial Preference,9,BUILDING LOBBY
2,1503,WEST STEPS,54,WEST STEPS,,Staff,0.4121621621621621,0.0067567567567567,0.581081081081081,0.98,0.64,0.36,0.93,0.18,0.24,0.01,0.73,0.79,0.62,0.63,0.83,0.37,0.09,0.6,0.99,0.55,0.38,0.16,0.61,0.23,0.86,0.43,0.6,0.33,0.25,0.4671,0.4771,0.615,Spatial Preference,9,BUILDING LOBBY
2,1504,CLO.,462,CLO.,,Staff,0.4246575342465752,0.5273972602739726,0.047945205479452,0.44,0.26,0.56,0.88,0.79,0.39,0.51,0.8,0.18,0.45,0.14,0.74,0.06,0.72,0.14,0.28,0.26,0.92,0.22,0.92,0.72,0.26,0.41,0.09,0.14,0.37,0.5057,0.5471,0.3388,Circulation Preference,600,PUBLIC CORR.
2,1505,AV CLO.,60,AV CLO.,,Staff,0.2475247524752475,0.2722772277227723,0.4801980198019802,0.36,0.71,0.03,0.04,0.38,0.95,0.62,0.88,0.3,0.2,0.62,0.86,0.77,0.34,0.55,0.13,0.36,0.15,0.83,0.88,0.8,0.67,0.76,0.54,0.25,0.27,0.6614,0.4414,0.4712,Spatial Preference,26,STAIR
2,1506,MAINT CLOSET,74,MAINT CLOSET,,Staff,0.064516129032258,0.4193548387096774,0.5161290322580645,0.12,0.55,0.87,0.39,0.04,0.09,0.46,0.47,0.31,0.05,0.35,0.22,0.68,0.94,0.77,0.47,0.01,0.99,0.65,0.18,0.64,0.34,0.99,0.71,0.28,0.63,0.6429,0.36,0.4738,Spatial Preference,26,STAIR
2,1507,MAIN ELECTRICAL,14,MAIN ELECTRICAL,,Staff,0.3557692307692307,0.5961538461538461,0.048076923076923,0.91,0.83,0.57,0.68,0.55,0.17,0.93,0.31,0.42,0.23,0.44,0.38,0.18,0.66,0.09,0.16,0.53,0.56,0.95,0.4,0.66,0.99,0.9,0.11,0.35,0.09,0.6529,0.6629,0.32,Circulation Preference,237,STORAGE
2,1508,JAN,519,JAN,,Staff,0.2893617021276596,0.3617021276595744,0.3489361702127659,0.12,0.96,0.3,0.29,0.03,0.83,0.29,0.95,0.66,0.45,0.56,0.23,0.92,0.7,0.19,0.91,0.02,0.9,0.98,0.59,0.07,0.59,1.0,0.87,0.57,0.44,0.7143,0.4029,0.5775,Circulation Preference,380,PUBLIC (ENTRY)
2,1509,DEBRIEF,549,DEBRIEF,,Staff,0.4318181818181817,0.4924242424242424,0.0757575757575757,0.27,0.57,0.61,0.18,0.12,0.23,0.95,0.52,0.19,0.38,0.44,0.25,0.25,0.49,0.67,0.29,0.59,0.75,0.81,0.52,0.18,0.63,0.51,0.6,0.11,0.62,0.5714,0.4186,0.37,Circulation Preference,380,PUBLIC (ENTRY)
2,1510,CLO.,202,CLO.,,Staff,0.467005076142132,0.4416243654822335,0.0913705583756345,0.35,0.17,0.96,0.82,0.7,0.88,0.76,0.71,0.89,0.23,0.73,0.47,0.29,0.87,0.42,0.12,0.69,0.62,0.59,0.23,0.59,0.15,0.95,0.69,0.41,0.79,0.5457,0.6629,0.5025,Environmental Preference,598,STAIR 01
2,1511,WORKRM/STOR,216,WORKRM/STOR,,Staff,0.1464646464646464,0.4292929292929293,0.4242424242424242,0.79,0.41,0.68,0.98,0.03,0.45,0.97,0.43,0.61,0.01,0.21,0.53,0.61,0.89,0.75,0.5,0.02,0.71,0.6,0.31,0.77,0.97,0.16,0.14,0.85,0.97,0.5229,0.6157,0.5137,Circulation Preference,349,ADMIN CORR.
2,1512,SIM: LD BATH,570,SIM: LD BATH,,Staff,0.0238095238095238,0.2380952380952381,0.7380952380952381,0.81,0.17,0.01,0.52,0.86,0.54,0.12,0.96,0.58,0.86,0.72,0.98,0.67,0.15,0.27,0.26,0.44,0.64,0.95,0.29,0.94,0.63,0.75,0.3,0.26,0.43,0.6429,0.4329,0.5612,Spatial Preference,9,BUILDING LOBBY
2,1513,ASSIST. DEAN,560,ASSIST. DEAN,,Staff,0.3999999999999999,0.1272727272727273,0.4727272727272727,0.18,0.29,0.84,0.71,0.2,0.66,0.77,0.77,0.56,0.9,0.48,0.13,0.23,0.24,0.17,0.1,0.96,0.75,0.34,0.98,0.5,0.27,0.25,0.54,0.19,0.89,0.5186,0.5214,0.3512,Spatial Preference,40,STUDENT SEATING
2,1514,ELECT,464,ELECT,,Staff,0.1034482758620689,0.3034482758620689,0.593103448275862,0.67,0.11,0.85,0.69,0.37,0.08,0.23,0.01,0.79,0.08,0.59,0.61,0.04,0.41,0.32,0.42,0.5,0.9,0.32,0.58,0.52,0.13,0.54,0.25,0.66,0.36,0.4629,0.4286,0.4075,Spatial Preference,55,STAIR
2,1515,DF,607,DF,,Staff,0.4838709677419354,0.1935483870967742,0.3225806451612903,0.27,0.22,0.45,0.82,0.22,0.52,0.33,0.05,0.42,0.65,0.88,0.3,0.41,0.21,0.47,0.34,0.89,0.17,0.84,0.24,0.74,0.47,0.18,0.32,0.96,0.54,0.4229,0.4043,0.46,Environmental Preference,25,HK STORAGE
2,1516,EQUIP.,515,EQUIP.,,Staff,0.1699346405228758,0.6470588235294118,0.1830065359477124,0.93,0.11,0.91,0.9,0.08,0.49,0.67,0.15,0.74,0.84,0.93,0.26,0.21,0.15,0.99,0.78,0.44,0.46,0.06,0.78,0.98,0.95,0.67,0.45,0.94,0.72,0.6214,0.5843,0.6125,Circulation Preference,233,ADMIN CORR.
2,1517,RECEIVING/LOADING,39,RECEIVING/LOADING,,Staff,0.396551724137931,0.2873563218390804,0.3160919540229885,0.81,0.66,0.81,0.83,0.12,0.15,0.62,0.71,0.67,0.0,0.52,0.42,0.23,0.26,0.15,0.57,0.79,0.81,0.92,0.07,0.66,0.85,0.69,0.84,0.15,0.41,0.6914,0.5714,0.3525,Environmental Preference,377,PUBLIC (STAIR)
2,1518,CLO.,72,CLO.,,Staff,0.0378787878787878,0.6287878787878787,0.3333333333333333,0.29,0.75,0.08,0.37,0.36,0.44,0.39,0.94,0.65,0.28,0.48,0.95,0.68,0.88,0.74,0.66,0.27,0.13,0.32,0.64,0.98,0.09,0.83,0.92,0.38,0.36,0.5586,0.3829,0.665,Circulation Preference,435,WORKROOM / STORAGE
2,1519,SUPPLY,547,SUPPLY,,Staff,0.2519685039370078,0.2834645669291338,0.4645669291338582,0.0,0.68,0.35,0.83,0.98,0.35,0.08,0.15,0.58,0.05,0.54,0.48,0.92,0.74,0.29,0.65,0.89,0.47,0.45,0.85,0.26,0.59,0.38,0.6,0.14,0.33,0.5143,0.4671,0.5312,Spatial Preference,9,BUILDING LOBBY
2,1520,HEALTH ASSESSMENT,413,HEALTH ASSESSMENT,,Staff,0.1186440677966101,0.4745762711864406,0.4067796610169491,0.38,0.86,0.32,0.9,0.43,0.46,0.73,0.02,0.43,0.36,0.91,0.89,0.39,0.88,0.99,0.07,0.19,0.9,0.19,0.94,0.49,0.46,0.59,0.82,0.17,0.0,0.6271,0.5829,0.615,Circulation Preference,396,EAST ATRIUM
2,1521,VENDING / TRASH+RECYCLING,501,VENDING / TRASH+RECYCLING,,Staff,0.4362745098039216,0.3480392156862745,0.2156862745098039,0.35,0.3,0.36,0.91,0.2,0.22,0.63,0.53,0.74,0.98,0.23,0.18,0.36,0.52,0.81,0.56,0.63,0.2,0.92,0.41,0.65,0.0,0.54,0.56,0.2,0.01,0.4686,0.4243,0.5475,Environmental Preference,396,EAST ATRIUM
2,1522,FOUNDATION SKILLS,412,FOUNDATION SKILLS,,Staff,0.3041666666666667,0.3125,0.3833333333333333,0.67,0.76,0.54,0.01,0.0,0.32,0.92,0.32,0.87,0.7,0.73,0.03,0.39,0.11,0.23,0.38,0.04,0.92,0.65,0.6,0.55,0.01,0.64,0.72,0.64,0.87,0.5843,0.46,0.43,Spatial Preference,545,SUPPLY/EQUIPMENT STORAGE
2,1523,AV CLO.,223,AV CLO.,,Staff,0.273972602739726,0.273972602739726,0.452054794520548,0.91,0.01,0.93,0.62,0.28,0.14,0.9,0.41,0.32,0.89,0.39,0.24,0.97,0.44,0.19,0.55,0.96,0.62,0.25,0.64,0.2,0.2,0.16,0.26,0.03,0.62,0.3329,0.5414,0.4988,Spatial Preference,263,PEDIATRIC STORAGE
2,1524,ELECT,137,ELECT,,Staff,0.2272727272727272,0.7272727272727272,0.0454545454545454,0.81,0.33,0.97,0.67,0.34,0.19,0.4,0.46,0.15,0.73,0.87,0.52,0.05,0.27,0.02,0.72,0.27,0.77,0.42,0.14,0.93,0.72,0.77,0.54,0.58,0.88,0.6129,0.53,0.4162,Circulation Preference,234,ADMIN CORR.
2,1525,MDF,20,MDF,,Staff,0.3064516129032258,0.3346774193548387,0.3588709677419355,0.33,0.4,0.67,0.26,0.75,0.11,0.31,0.99,1.0,0.88,0.08,0.51,0.59,0.76,0.76,0.91,0.05,0.69,0.13,0.84,0.97,0.79,0.45,0.42,0.84,0.52,0.6129,0.4043,0.6862,Spatial Preference,9,BUILDING LOBBY
2,1526,WORKRM/STOR,500,WORKRM/STOR,,Staff,0.5442176870748299,0.2108843537414965,0.2448979591836734,0.7,0.3,0.64,0.24,0.39,0.9,0.92,0.33,0.87,0.89,0.03,0.03,0.03,0.92,0.09,0.26,0.37,0.72,0.69,0.21,0.75,0.71,0.8,0.44,0.68,0.51,0.6171,0.5843,0.39,Environmental Preference,291,HUDDLE
2,1527,AV CLO.,59,AV CLO.,,Staff,0.0729166666666666,0.59375,0.3333333333333333,0.92,0.16,0.2,0.07,0.76,0.58,0.62,0.74,0.72,0.69,0.46,0.7,0.01,0.21,0.41,0.0,0.83,0.66,0.36,0.77,0.22,0.3,0.72,0.1,0.93,0.49,0.4471,0.4729,0.4,Circulation Preference,514,ADMIN CORR.
2,1528,RECEIVING/LOADING,39,RECEIVING/LOADING,,Staff,0.4938271604938271,0.1419753086419753,0.3641975308641975,0.78,0.75,0.13,0.17,0.32,0.06,0.29,0.65,0.03,0.42,0.89,0.95,0.81,0.6,0.46,0.9,0.56,0.86,0.41,0.99,0.95,0.59,0.54,0.06,0.98,0.24,0.6286,0.3571,0.6325,Environmental Preference,490,HUDDLE
2,1529,SUPPLY,547,SUPPLY,,Staff,0.6275862068965518,0.0482758620689655,0.3241379310344827,0.36,0.82,0.01,0.91,0.95,0.61,0.38,0.34,0.89,0.77,0.11,0.62,0.55,0.63,0.38,0.45,0.76,0.07,0.61,0.56,0.99,0.69,0.74,0.03,0.24,0.26,0.5271,0.5771,0.55,Environmental Preference,140,SEMINAR
2,1530,CONTROL,602,CONTROL,,Staff,0.8285714285714285,0.1142857142857143,0.0571428571428571,0.01,0.98,0.47,0.27,0.51,0.63,0.11,0.38,0.42,1.0,0.75,0.16,0.85,0.4,0.28,0.33,0.37,0.86,0.28,0.73,0.35,0.6,0.12,0.64,0.97,0.29,0.5114,0.4257,0.5238,Environmental Preference,443,STAIR 01
2,1531,CLO.,72,CLO.,,Staff,0.4563106796116504,0.1116504854368932,0.4320388349514563,0.36,0.02,0.09,0.13,0.98,0.73,0.99,0.88,0.96,0.3,0.21,0.26,0.4,0.84,0.39,0.26,0.82,0.88,0.25,0.44,0.46,0.81,0.03,0.94,0.27,0.43,0.5443,0.4714,0.4525,Environmental Preference,598,STAIR 01
2,1532,AV CLO.,219,AV CLO.,,Staff,0.0251256281407035,0.4773869346733668,0.4974874371859296,0.63,0.86,0.02,0.19,0.4,0.16,0.5,0.61,0.03,0.64,0.84,0.38,0.92,0.3,0.11,0.64,0.83,0.77,0.79,0.24,0.82,0.3,0.44,0.53,0.24,0.5,0.5557,0.3943,0.4825,Spatial Preference,181,STAIR 01
2,1533,VENDING / TRASH+RECYCLING,501,VENDING / TRASH+RECYCLING,,Staff,0.2962962962962963,0.037037037037037,0.6666666666666666,0.47,0.09,0.87,0.62,0.61,0.7,0.98,0.12,0.98,0.45,0.06,0.63,0.51,0.03,0.12,0.12,0.93,0.12,0.65,0.94,0.67,0.22,0.3,0.54,0.01,0.13,0.4914,0.62,0.3625,Spatial Preference,53,EAST ATRIUM
2,1534,LOCKERS,623,LOCKERS,,Staff,0.2512820512820513,0.317948717948718,0.4307692307692308,0.69,0.2,0.31,0.87,0.83,0.65,0.37,0.36,0.62,0.17,0.81,0.98,0.74,0.47,0.16,0.07,0.78,0.19,0.98,0.41,0.54,0.77,0.19,0.86,0.56,0.59,0.5629,0.56,0.5025,Spatial Preference,268,SEMINAR
2,1535,CONTROL,566,CONTROL,,Staff,0.4081632653061224,0.2346938775510204,0.3571428571428571,0.56,0.1,0.31,0.65,1.0,0.71,0.57,0.65,0.81,0.27,0.5,0.79,0.6,0.95,0.27,0.21,0.41,0.98,0.39,0.59,0.59,0.1,0.31,0.22,0.73,0.33,0.4543,0.5571,0.55,Environmental Preference,159,WORKROOM/STORAGE
2,1536,DATA,381,DATA,,Staff,0.6229508196721311,0.0491803278688524,0.3278688524590163,0.79,0.2,0.8,0.92,0.67,0.99,0.63,0.32,0.26,0.66,0.22,0.91,0.57,0.56,0.62,0.32,0.09,0.46,0.96,0.17,0.07,0.06,0.25,0.17,0.02,0.4,0.3057,0.7143,0.515,Environmental Preference,25,HK STORAGE
2,1537,RECEIVING/LOADING,39,RECEIVING/LOADING,,Staff,0.38,0.14,0.48,0.86,0.82,0.37,0.7,0.94,0.48,0.05,0.6,0.56,0.02,0.84,0.26,0.07,0.85,0.09,0.6,0.68,0.88,0.49,0.73,0.49,0.49,0.51,0.73,0.92,0.38,0.6171,0.6029,0.4112,Spatial Preference,42,STAIR
2,1538,EQUIP.,520,EQUIP.,,Staff,0.2857142857142857,0.2433862433862433,0.4708994708994709,0.56,0.5,0.39,0.95,0.94,0.81,0.05,0.98,0.63,0.13,0.49,0.11,0.87,0.7,0.01,0.71,0.66,0.29,0.41,0.13,0.46,0.08,0.2,0.1,0.14,0.45,0.2386,0.6,0.4562,Spatial Preference,28,STUDENT COLLABORATION
2,1539,ADMIN ENTRY,492,ADMIN ENTRY,,Staff,0.1935483870967742,0.6,0.2064516129032258,0.21,0.24,0.07,0.41,0.23,0.17,0.28,0.28,0.55,0.32,0.96,0.78,0.34,0.64,0.92,0.09,0.03,0.1,1.0,0.51,0.7,0.91,0.41,0.84,0.32,0.56,0.6386,0.23,0.575,Circulation Preference,624,ADMIN CORRIDOR
2,1540,MAINT CLOSET,625,MAINT CLOSET,,Staff,0.0084033613445378,0.5294117647058824,0.4621848739495799,0.13,0.61,0.75,0.62,0.16,0.23,0.93,0.99,0.83,0.12,0.5,0.43,0.23,0.52,0.58,0.59,0.7,0.05,0.19,0.42,0.38,0.05,0.18,0.93,0.4,0.32,0.3143,0.49,0.475,Circulation Preference,514,ADMIN CORR.
2,1541,HEALTH ASSESSMENT,417,HEALTH ASSESSMENT,,Staff,0.3855421686746988,0.5,0.1144578313253012,0.13,0.65,0.38,0.14,0.12,0.81,0.89,0.23,0.49,0.39,0.38,0.05,0.18,0.27,0.11,0.03,0.01,0.31,0.14,0.85,0.93,0.12,0.5,0.86,0.53,0.66,0.53,0.4457,0.2375,Circulation Preference,619,ADMIN CORR.
2,1542,CL STO.,73,CL STO.,,Staff,0.1717171717171717,0.0909090909090909,0.7373737373737373,0.57,0.66,0.87,0.14,0.74,0.51,0.09,0.75,0.08,0.21,0.88,0.52,0.63,0.17,0.7,0.66,0.25,0.15,0.22,0.66,0.06,0.76,0.95,0.39,0.44,0.29,0.4557,0.5114,0.4812,Spatial Preference,181,STAIR 01
2,1543,DEBRIEF,533,DEBRIEF,,Staff,0.2857142857142857,0.6938775510204082,0.0204081632653061,0.5,0.0,0.28,0.14,0.31,0.71,0.87,0.43,0.84,0.63,0.01,0.6,0.58,0.46,0.47,0.38,0.17,0.98,0.98,0.63,0.87,0.05,0.41,0.01,0.18,0.69,0.5614,0.4014,0.4962,Circulation Preference,380,PUBLIC (ENTRY)
2,1544,CLO.,406,CLO.,,Staff,0.2733812949640287,0.1798561151079136,0.5467625899280575,0.06,0.5,0.1,0.36,0.71,0.15,0.43,0.45,0.94,0.86,0.98,0.31,0.73,0.58,0.09,0.57,0.9,0.06,0.15,0.38,0.66,0.08,0.2,0.17,0.02,0.61,0.2429,0.33,0.6325,Spatial Preference,9,BUILDING LOBBY
2,1545,AV CLO.,390,AV CLO.,,Staff,0.2285714285714286,0.6857142857142857,0.0857142857142857,0.3,0.98,0.08,0.87,0.97,0.33,0.71,0.84,0.93,0.19,0.58,0.9,0.91,0.66,0.93,0.79,0.38,0.88,0.55,1.0,0.91,0.47,0.59,0.15,0.93,0.55,0.65,0.6057,0.7362,Circulation Preference,413,STORAGE
